,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
4080,Junction,IL,Gallatin,62954,37.691179999999996,-88.27478,475,Rural,America/Chicago,Museum/gallery conservator,3,22,37622.41,Never Married,Male,No,12.27167,10,0,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,12.57306,194.9768,1614.234523,4,4,4,2,5,2,2,4
4081,Garwood,NJ,Union,7027,40.651379999999996,-74.32311999999999,4334,Urban,America/New_York,Armed forces technical officer,2,68,23406.73,Widowed,Female,No,8.50057,14,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,11.76752,169.9378,1216.01156,3,1,4,5,2,2,5,3
4082,Ardmore,OK,Carter,73401,34.20309,-97.11484,35952,Rural,America/Chicago,Animal technologist,2,50,20655.49,Separated,Male,Yes,6.5440830000000005,18,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,1.6900259999999998,162.4608,1030.22533,4,5,5,3,4,4,3,4
4083,Gonzales,TX,Gonzales,78629,29.477209999999996,-97.45170999999999,12047,Urban,America/Chicago,"Conservation officer, nature",7,30,91961.79,Divorced,Female,Yes,10.25189,10,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,4.91638,147.4564,1258.92066,3,2,3,4,3,2,4,5
4084,Folsom,LA,St. Tammany,70437,30.62026,-90.20867,8188,Urban,America/Chicago,Firefighter,2,27,17423.53,Never Married,Nonbinary,Yes,10.43299,19,1,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),9.873648,159.9476,1582.882748,3,3,4,4,3,3,3,3
4085,Moorhead,MS,Sunflower,38761,33.43204,-90.48489000000001,2579,Suburban,America/Chicago,Personal assistant,4,44,34597.28,Never Married,Female,No,13.762089999999999,11,0,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,6.971251,149.9447,1390.8604779999998,3,3,3,4,3,1,3,2
4086,Clarkedale,AR,Crittenden,72325,35.322309999999995,-90.24605,69,Suburban,America/Chicago,Fashion designer,3,75,46745.03,Separated,Female,Yes,7.199791,7,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),2.779089,277.6513,1017.2501589999999,4,4,4,3,3,6,5,4
4087,Shamokin,PA,Northumberland,17872,40.76654,-76.6121,9178,Suburban,America/New_York,"Nurse, adult",1,61,5917.37,Married,Male,Yes,9.930254,13,0,0,No,Month-to-month,No,No,None,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),9.112126,139.9979,1068.365286,2,3,3,4,3,4,3,4
4088,Oatman,AZ,Mohave,86433,34.917629999999996,-114.3488,0,Rural,America/Phoenix,Financial adviser,0,63,43184.08,Married,Female,No,4.272572,18,1,2,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,Credit Card (automatic),7.128375999999999,129.9598,1185.421568,5,5,3,3,3,4,5,4
4089,Ashton,NE,Sherman,68817,41.27397,-98.79085,312,Rural,America/Chicago,"Editor, magazine features",0,21,49614.23,Never Married,Male,No,6.244054,11,2,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,3.033303,137.4698,911.2594992,3,3,4,3,4,3,4,2
4090,Houston,TX,Harris,77083,29.69326,-95.6489,79996,Urban,America/Chicago,"Therapist, horticultural",0,34,17736.57,Never Married,Male,No,11.61228,14,3,0,Yes,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,3.2115080000000003,159.965,638.2966687999999,2,3,4,1,4,2,2,3
4091,Danbury,CT,Fairfield,6811,41.42442,-73.48159,32388,Rural,America/New_York,Chartered loss adjuster,4,25,50390.91,Widowed,Female,No,13.945310000000001,10,5,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),11.880289999999999,169.9928,1335.552296,4,5,4,4,4,3,4,5
4092,Carter,MT,Chouteau,59420,47.881009999999996,-111.0333,245,Urban,America/Denver,Landscape architect,1,63,11247.62,Widowed,Male,Yes,10.35743,13,1,2,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Mailed Check,9.062033,172.4624,1116.289401,2,2,3,4,3,3,3,3
4093,Indianapolis,IN,Marion,46228,39.848859999999995,-86.20019,15586,Urban,America/Indiana/Indianapolis,Cartographer,0,37,14828.39,Divorced,Male,Yes,5.318294,15,3,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),7.462849,162.4653,1452.308983,5,6,5,4,4,5,4,4
4094,Cotton Center,TX,Hale,79021,33.984840000000005,-102.0277,151,Rural,America/Chicago,Community pharmacist,7,29,86449.72,Married,Male,No,10.15265,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),5.951276,112.4551,849.8471125,3,4,3,4,5,2,4,4
4095,Davenport,IA,Scott,52806,41.589690000000004,-90.62588000000001,27872,Suburban,America/Chicago,Theme park manager,3,69,8705.79,Never Married,Male,No,10.65674,15,3,2,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Electronic Check,17.92442,192.4404,1903.138739,3,5,3,3,4,3,2,3
4096,Gold Run,CA,Placer,95717,39.14458,-120.8526,106,Urban,America/Los_Angeles,Investment analyst,6,18,20724.48,Never Married,Male,No,11.99485,16,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),11.360489999999999,172.4742,1547.496008,3,3,4,4,3,3,4,3
4097,Allison,IA,Butler,50602,42.74109,-92.80311999999999,1550,Urban,America/Chicago,"Producer, television/film/video",4,70,40643.06,Never Married,Female,No,14.476220000000001,7,1,2,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),18.44164,137.4392,1760.029684,3,3,3,4,3,4,3,5
4098,San Antonio,TX,Bexar,78203,29.41507,-98.45918,6403,Rural,America/Chicago,Geophysical data processor,4,55,16035.67,Separated,Female,Yes,2.265527,12,0,0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,6.218071,230.1344,1235.041233,3,4,3,6,3,4,5,5
4099,Canton,MO,Lewis,63435,40.20545,-91.58374,4442,Urban,America/Chicago,Podiatrist,1,70,27967.87,Never Married,Female,Yes,7.389506,16,1,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,14.87149,182.4676,1532.242102,4,3,2,3,5,4,6,4
4100,Warsaw,IN,Kosciusko,46582,41.28414,-85.85463,13546,Rural,America/Indiana/Indianapolis,Technical brewer,2,67,39176.98,Separated,Female,No,8.34145,15,1,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),11.94952,245.1457,1692.1487399999999,4,3,3,4,1,5,4,5
4101,Gambier,OH,Knox,43022,40.33833,-82.33968,4500,Rural,America/New_York,Tax inspector,1,19,9713.69,Never Married,Male,Yes,8.530739,15,2,0,No,Two Year,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,Yes,No,Credit Card (automatic),5.6230839999999995,222.6281,1685.7093920000002,2,3,3,3,3,4,4,4
4102,Easton,MD,Talbot,21601,38.79377,-76.08179,23458,Rural,America/New_York,Clinical molecular geneticist,4,29,7458.91,Widowed,Female,Yes,10.588980000000001,9,2,1,No,One year,Yes,No,None,No,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,7.032789,220.1615,1378.197785,5,5,5,4,3,5,5,5
4103,Wildwood,GA,Dade,30757,34.94195,-85.43514,2128,Suburban,America/New_York,Advertising copywriter,1,61,18073.63,Separated,Male,No,13.6305,13,0,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Bank Transfer(automatic),20.80434,192.4705,2094.027389,2,2,2,5,4,3,3,4
4104,Hawkins,WI,Rusk,54530,45.53069,-90.7253,823,Urban,America/Chicago,Graphic designer,1,32,27492.15,Married,Male,No,10.04509,12,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),15.15905,159.965,1654.594685,4,4,4,2,5,3,3,4
4105,Everett,MA,Middlesex,2149,42.406420000000004,-71.05447,45596,Suburban,America/New_York,Chartered accountant,3,28,17931.97,Separated,Female,Yes,6.216824,13,0,1,Yes,One year,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Credit Card (automatic),27.47595,255.1198,3452.422228,3,2,4,6,2,4,2,5
4106,Pilot Knob,MO,Iron,63663,37.624990000000004,-90.64609,678,Rural,America/Chicago,Cabin crew,1,84,23618.18,Never Married,Male,Yes,5.769435,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),11.758289999999999,245.132,1556.189478,5,4,4,4,2,4,3,4
4107,Pulaski,PA,Lawrence,16143,41.1055,-80.45300999999999,2678,Suburban,America/New_York,"Clinical scientist, histocompatibility and immunogenetics",0,25,14790.79,Married,Male,No,11.97118,8,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),3.346632,92.45514,847.5443813999999,3,2,2,4,2,4,4,4
4108,Roe,AR,Monroe,72134,34.62874,-91.36865999999999,210,Rural,America/Chicago,Meteorologist,2,80,4289.84,Separated,Female,Yes,11.76163,11,1,2,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,10.15472,182.447,1048.8419470000001,2,2,2,5,1,3,3,4
4109,Sugar Grove,OH,Fairfield,43155,39.626129999999996,-82.52493,2669,Suburban,America/New_York,"Surveyor, quantity",0,49,11555.49,Never Married,Female,No,4.7968980000000006,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Mailed Check,18.854039999999998,207.4673,1985.001327,3,3,4,4,4,4,4,3
4110,North Sioux City,SD,Union,57049,42.52476,-96.50721,6399,Rural,America/Chicago,"Designer, fashion/clothing",0,61,20646.5,Separated,Female,No,11.00437,11,0,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,4.120579,162.4676,1063.553,4,3,2,4,4,4,2,2
4111,Fairfield,TX,Freestone,75840,31.782359999999997,-96.089,6627,Rural,America/Chicago,Manufacturing engineer,0,20,84655.31,Married,Female,No,12.2004,13,1,1,No,Two Year,Yes,No,None,No,Yes,No,No,Yes,Yes,No,No,No,Electronic Check,15.82734,137.5165,1552.219697,3,3,3,4,4,4,3,3
4112,Vancouver,WA,Clark,98665,45.67977,-122.6593,26556,Urban,America/Los_Angeles,Medical physicist,0,61,43528.14,Widowed,Male,Yes,8.861688000000001,12,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,2.54657,182.497,576.7539469,3,3,4,2,3,3,4,2
4113,Inver Grove Heights,MN,Dakota,55077,44.81828,-93.07364,13474,Suburban,America/Chicago,Oceanographer,4,61,31559.08,Married,Male,No,8.84265,10,0,0,No,One year,No,Yes,None,Yes,No,No,No,No,Yes,No,Yes,No,Electronic Check,6.623366000000001,127.475,871.6497244999999,4,3,4,3,3,5,5,4
4114,Milton,ND,Cavalier,58260,48.63512,-98.03474,183,Rural,America/Chicago,International aid/development worker,3,75,5025.12,Never Married,Female,Yes,1.8646759999999998,8,1,0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Mailed Check,10.98445,159.9642,1267.767102,3,3,1,2,4,2,3,3
4115,Sweet Home,OR,Linn,97386,44.359759999999994,-122.7517,14119,Urban,America/Los_Angeles,"Administrator, charities/voluntary organisations",0,37,13342.18,Married,Male,No,6.544684999999999,11,0,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,Yes,No,No,Credit Card (automatic),9.710957,139.9678,1175.07987,3,2,3,4,4,4,5,3
4116,Estancia,NM,Torrance,87016,34.778040000000004,-105.92200000000001,3308,Urban,America/Denver,"Surveyor, planning and development",0,45,7324.74,Separated,Female,Yes,5.809880000000001,17,4,0,No,Month-to-month,Yes,No,DSL,No,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,11.730889999999999,139.9349,1676.476901,5,6,5,4,2,3,4,3
4117,Tippecanoe,IN,Marshall,46570,41.20674,-86.12,1039,Rural,America/Indiana/Indianapolis,Waste management officer,8,25,6650.96,Married,Female,No,9.069765,16,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Mailed Check,12.50526,202.4433,1674.1011460000002,2,4,2,4,2,3,3,3
4118,Columbus,OH,Franklin,43210,40.00521,-83.02269,12530,Suburban,America/New_York,Proofreader,3,88,1404.19,Widowed,Female,Yes,4.973597,12,2,0,Yes,Month-to-month,No,No,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),12.64925,187.65599999999998,1542.223736,2,3,3,4,2,4,3,4
4119,Nanticoke,MD,Wicomico,21840,38.258070000000004,-75.89272,349,Rural,America/New_York,Phytotherapist,3,56,55127.57,Never Married,Female,No,10.88425,9,1,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),6.5807649999999995,149.9447,1288.7365730000001,5,6,5,3,3,4,4,5
4120,South Walpole,MA,Norfolk,2071,42.102779999999996,-71.27208,1696,Rural,America/New_York,Records manager,0,56,55736.72,Never Married,Male,No,4.68229,11,0,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Mailed Check,11.72569,147.4738,1198.1105949999999,5,4,4,5,3,4,4,3
4121,Huntingdon,PA,Huntingdon,16652,40.51473,-77.95685999999999,18181,Suburban,America/New_York,Commercial/residential surveyor,1,18,37552.63,Widowed,Female,Yes,10.80374,7,1,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,17.254279999999998,159.9942,1861.838695,4,3,5,2,3,3,4,4
4122,Gregory,MI,Livingston,48137,42.46219,-84.0736,5192,Urban,America/Detroit,"Surveyor, quantity",3,88,22428.12,Widowed,Male,No,7.176,14,2,1,Yes,Month-to-month,No,No,None,Yes,No,Yes,Yes,No,Yes,No,No,No,Bank Transfer(automatic),4.143229,117.5015,558.6380046,3,3,3,3,4,2,3,3
4123,Madison,IL,Madison,62060,38.67688,-90.14690999999999,4586,Rural,America/Chicago,"Scientist, research (medical)",4,88,9693.38,Married,Female,Yes,7.299566,14,2,1,No,One year,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),6.468187,235.1555,1627.1934529999999,2,3,3,4,3,4,4,4
4124,Koeltztown,MO,Osage,65048,38.3615,-92.04675999999999,164,Suburban,America/Chicago,Management consultant,2,39,19745.98,Separated,Female,No,2.698874,6,2,0,No,One year,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,4.827032,127.4421,1061.9077949999999,5,4,4,2,3,6,4,4
4125,Alexandria,VA,Fairfax,22312,38.81647,-77.15361999999999,33786,Suburban,America/New_York,"Engineer, technical sales",3,76,47393.32,Never Married,Male,Yes,9.238339,16,1,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),8.032262,137.4684,975.6560107999999,3,4,4,6,2,3,5,5
4126,Norwood,NY,St. Lawrence,13668,44.75496,-74.98605,3291,Urban,America/New_York,"Geneticist, molecular",0,28,31654.75,Widowed,Nonbinary,No,5.0646629999999995,10,4,1,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Electronic Check,18.039460000000002,142.5007,2214.155609,4,5,5,3,4,4,4,3
4127,Catoosa,OK,Rogers,74015,36.18231,-95.70744,8834,Urban,America/Chicago,"Lecturer, further education",0,64,15719.1,Married,Female,Yes,8.301488,15,2,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,4.245048000000001,172.4567,946.9600501,4,4,4,4,1,6,4,5
4128,Zenda,WI,Walworth,53195,42.51399,-88.49021,121,Urban,America/Chicago,Government social research officer,0,40,102072.0,Married,Female,Yes,8.191967,5,1,0,No,One year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),8.894523,212.6415,1717.407155,2,3,2,4,4,2,2,2
4129,Rockford,IL,Winnebago,61114,42.308409999999995,-88.99096,15591,Suburban,America/Chicago,Chief Strategy Officer,0,87,124493.2,Divorced,Male,Yes,7.228021000000001,14,2,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,No,No,Electronic Check,2.847771,172.4404,929.9153923,3,3,3,3,3,2,3,4
4130,Apex,NC,Wake,27523,35.7722,-78.96058000000001,11629,Rural,America/New_York,Fitness centre manager,1,55,40877.0,Widowed,Female,Yes,9.082761999999999,11,2,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),18.61815,240.1149,2064.7328629999997,5,4,5,3,4,4,3,2
4131,Huslia,AK,Yukon-Koyukuk,99746,65.57287,-158.1193,404,Urban,America/Anchorage,Special educational needs teacher,1,21,17217.29,Divorced,Male,No,10.09361,16,1,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),6.63265,222.6281,1761.873779,5,5,4,3,3,3,3,4
4132,Concord,GA,Pike,30206,33.09433,-84.46048,3609,Rural,America/New_York,Broadcast journalist,3,67,7041.99,Never Married,Female,No,12.675180000000001,14,2,0,No,Two Year,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),4.351173,129.9598,1037.103018,4,3,4,4,3,3,3,5
4133,Mooresville,MO,Livingston,64664,39.74435,-93.66497,446,Rural,America/Chicago,Proofreader,1,71,15666.43,Never Married,Male,No,12.72884,12,1,0,No,One year,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),14.61014,149.9447,1882.950851,4,5,5,3,3,5,5,5
4134,D Hanis,TX,Medina,78850,29.2803,-99.32772,1305,Rural,America/Chicago,"Civil engineer, consulting",0,63,48167.78,Widowed,Male,Yes,6.733381,14,0,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Mailed Check,4.8066260000000005,142.4827,1162.614265,5,6,5,5,2,5,4,5
4135,Littleton,IL,Schuyler,61452,40.2362,-90.66065,222,Urban,America/Chicago,Meteorologist,1,19,3379.82,Never Married,Male,Yes,12.36091,10,0,0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,22.13831,242.6435,2616.565517,4,4,3,3,4,5,4,3
4136,Fowlerville,MI,Livingston,48836,42.67078,-84.07465,13920,Suburban,America/Detroit,Barrister's clerk,3,41,43886.72,Separated,Male,No,13.93891,11,1,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,Yes,No,No,No,No,Electronic Check,5.325642,95.01949,796.4508318,4,5,5,4,4,5,3,3
4137,Rich Creek,VA,Giles,24147,37.40047,-80.82591,1264,Suburban,America/New_York,Oncologist,3,24,28683.49,Widowed,Male,No,10.35052,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,10.05766,144.9607,1151.520457,6,5,7,5,2,5,5,5
4138,Boissevain,VA,Tazewell,24606,37.28771,-81.39385,170,Suburban,America/New_York,"Designer, television/film set",0,77,111143.1,Never Married,Male,Yes,14.580329999999998,14,1,1,No,One year,No,No,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,No,Credit Card (automatic),5.140738,240.1149,904.5618908,4,3,5,2,6,2,3,2
4139,Sheppard Afb,TX,Wichita,76311,33.96947,-98.50898000000001,8784,Urban,America/Chicago,Careers adviser,0,65,42739.62,Married,Male,No,12.931230000000001,15,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Mailed Check,17.21579,179.9476,1670.944369,2,2,2,4,4,2,3,1
4140,Wyaconda,MO,Clark,63474,40.3513,-91.89948000000001,417,Urban,America/Chicago,"Radiographer, diagnostic",1,42,22986.69,Divorced,Male,No,8.081847999999999,16,0,0,No,Two Year,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,4.984488,162.4608,1295.610833,4,4,3,3,3,3,3,3
4141,Midland,NC,Cabarrus,28107,35.25124,-80.52009,7380,Rural,America/New_York,Analytical chemist,3,43,35590.37,Widowed,Female,No,7.51567,9,2,0,Yes,Month-to-month,No,No,None,Yes,No,No,No,No,No,No,Yes,Yes,Mailed Check,2.414,114.9658,468.36494000000005,3,3,3,2,3,4,4,4
4142,Riverton,KS,Cherokee,66770,37.080999999999996,-94.71755,1124,Rural,America/Chicago,Herbalist,0,61,28963.75,Separated,Male,No,11.7278,7,1,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Credit Card (automatic),24.94225,137.4392,2246.098296,3,2,3,2,4,2,2,1
4143,Hollywood,FL,Broward,33023,25.98941,-80.21534,73671,Suburban,America/New_York,Film/video editor,2,27,12211.88,Never Married,Male,No,12.2056,15,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,1.8875970000000002,172.4441,628.4063951,2,2,2,4,4,2,4,2
4144,Stanton,MO,Franklin,63079,38.2606,-91.09979,24,Urban,America/Chicago,Radio broadcast assistant,0,76,82481.35,Married,Female,No,17.1044,7,3,0,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,No,No,Yes,No,Yes,Electronic Check,6.592291,137.4392,646.3090606000001,4,3,3,3,2,4,3,3
4145,Forest Home,AL,Butler,36030,31.86642,-86.85983,645,Rural,America/Chicago,Diagnostic radiographer,1,86,59196.24,Widowed,Female,Yes,8.270133,17,1,1,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,4.1546650000000005,127.475,412.7637414,4,4,2,5,4,3,3,4
4146,Washington,DC,District of Columbia,20018,38.926120000000004,-76.97272,19943,Urban,America/New_York,Acupuncturist,0,77,25859.59,Divorced,Female,Yes,7.868103,9,1,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),10.42248,137.4684,1028.818406,3,2,2,3,4,3,2,4
4147,Kansas City,MO,Jackson,64125,39.10575,-94.49386,1389,Rural,America/Chicago,Web designer,3,44,13836.46,Never Married,Male,No,12.191310000000001,10,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,No,No,Credit Card (automatic),5.65315,104.9643,1070.918591,3,4,4,2,4,3,5,3
4148,Mantador,ND,Richland,58058,46.18247,-96.96328000000001,90,Suburban,America/Chicago,Mechanical engineer,3,22,91563.15,Divorced,Female,No,11.94875,13,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),2.6472860000000003,127.4421,969.8255582999999,3,4,4,2,4,3,2,2
4149,Arlington,TX,Tarrant,76013,32.72033,-97.15646,33760,Urban,America/Chicago,Metallurgist,4,67,61117.27,Married,Female,No,10.46827,13,1,1,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Electronic Check,10.573,127.4958,1089.6625390000002,3,2,2,3,5,3,4,4
4150,Sonoma,CA,Sonoma,95476,38.2486,-122.4571,36792,Rural,America/Los_Angeles,Jewellery designer,3,58,14656.97,Widowed,Female,No,7.3534820000000005,17,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Mailed Check,10.36378,127.4783,1471.541306,2,4,3,4,3,3,3,5
4151,Luxemburg,WI,Kewaunee,54217,44.55073,-87.71495,7368,Suburban,America/Chicago,"Administrator, sports",2,48,81945.11,Widowed,Female,No,4.736819000000001,12,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,5.814507,192.4885,795.5471897000001,3,5,3,4,2,5,5,4
4152,Renton,WA,King,98055,47.44696,-122.2014,24231,Urban,America/Los_Angeles,Health visitor,7,85,47066.46,Widowed,Male,No,10.93225,9,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Bank Transfer(automatic),19.94322,127.4958,1973.062252,3,4,2,2,5,2,2,3
4153,Jetmore,KS,Hodgeman,67854,38.09101,-100.0103,1253,Urban,America/Chicago,Records manager,2,83,17786.67,Married,Male,No,9.332735000000001,13,4,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),12.630510000000001,147.4421,1225.8396289999998,4,5,5,3,4,4,3,2
4154,Lincoln,TX,Lee,78948,30.303,-96.962,760,Rural,America/Chicago,Special educational needs teacher,1,34,22447.98,Married,Female,Yes,10.726460000000001,12,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),3.988032,182.4676,758.5059535,5,3,4,4,4,4,3,4
4155,Nathrop,CO,Chaffee,81236,38.706109999999995,-106.2436,1364,Rural,America/Denver,"Programmer, applications",1,52,37438.69,Separated,Female,Yes,10.95022,14,0,1,No,Two Year,Yes,Yes,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),2.459304,177.6508,753.8000793,4,5,5,4,4,5,3,4
4156,Burbank,CA,Los Angeles,91502,34.176840000000006,-118.3093,11598,Rural,America/Los_Angeles,Media buyer,0,69,18370.06,Widowed,Female,Yes,5.139012999999999,10,1,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),5.877819000000001,140.0013,1060.698386,4,4,4,3,3,4,3,3
4157,Notasulga,AL,Macon,36866,32.55437,-85.71545,3758,Rural,America/Chicago,Plant breeder/geneticist,1,32,11091.57,Separated,Female,Yes,7.748010000000001,10,2,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),3.850863,114.9658,560.5940436000001,4,4,3,3,2,4,3,3
